country,region,eu_member,sector,asset_class,investment_eur,size_factor,cpi_score,climate_vuln,hdi,ghg_intensity,gender_factor,social_factor,dim_climate,dim_water,dim_gender,dim_social,dim_territory,dim_governance,dim_pollution,dim_innovation,idris_score,idris_band,taxonomy_eligible,taxonomy_aligned,dnsh_pass,sc_score,sfdr_article,pai_score,tcfd_physical,tcfd_transition,mifid_suitability,mifid_profile,csrd_in_scope,impact_material,financial_material
Australia,Oceania,False,Water & Sanitation,Microfinance / Social Bond,113849.09,0.4157,75,0.31,0.951,0.072,0.658,0.849,80.4,60.2,89.8,77.0,43.0,45.4,88.6,88.8,73.23,Green,True,True,True,85.0,Article 9,77.4,Low,Medium,8.8,Sustainability-focused (MiFID Art. 9 preference),False,False,False
India,South Asia,False,Extractive Industry,Microfinance / Social Bond,5777.11,0.1295,39,0.662,0.633,0.841,0.549,0.383,6.2,18.3,43.9,31.4,54.4,25.4,8.7,51.2,28.17,Red,False,False,False,0.0,Article 6,43.3,High,High,1.8,Conventional (Article 6 compatible),False,True,False
Senegal,Sub-Saharan Africa,False,Affordable Housing,Microfinance / Social Bond,16352.01,0.2294,43,0.808,0.511,0.249,0.526,0.905,41.8,55.2,47.2,58.8,63.8,27.6,57.5,51.2,48.27,Amber,False,False,False,0.0,Article 6,59.7,High,Medium,3.8,Conventional (Article 6 compatible),False,False,False
Greece,Southern Europe,True,Circular Economy,Real Estate,6859239.19,0.8093,49,0.424,0.887,0.107,0.547,0.719,80.9,64.2,64.2,73.7,58.7,48.4,86.1,95.3,69.87,Green,True,True,True,81.5,Article 8,69.2,Medium,Low,7.5,ESG-integrated (MiFID Art. 8 preference),True,False,True
Netherlands,Western Europe,True,Affordable Housing,SME Debt,45039.22,0.3267,79,0.417,0.941,0.256,0.634,0.787,47.5,64.8,84.3,69.2,55.9,73.9,55.2,60.6,65.7,Green,False,False,False,0.0,Article 8,74.8,Medium,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Greece,Southern Europe,True,SME Finance,Real Estate,6229.5,0.1367,49,0.346,0.887,0.219,0.737,0.849,50.7,65.2,75.8,70.8,59.8,52.6,65.4,54.4,62.62,Green,False,False,False,0.0,Article 8,70.5,Low,Medium,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
United Kingdom,Western Europe,False,Energy Efficiency,Private Equity / Venture,3004.65,0.0667,71,0.248,0.929,0.199,0.464,0.651,73.7,64.5,64.6,59.7,42.3,52.2,81.0,84.4,64.68,Green,True,True,True,73.9,Article 8,70.4,Low,Low,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Water & Sanitation,Green Bond,1539961.68,0.6658,71,0.267,0.903,0.099,0.697,1.0,84.8,64.7,86.6,82.7,54.1,75.5,90.6,90.1,80.28,Dark Green,True,True,True,86.2,Article 9,79.8,Low,Medium,9.5,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Kenya,Sub-Saharan Africa,False,Food & Nutrition,SME Debt,25362.61,0.2715,36,0.721,0.601,0.405,0.683,0.828,35.3,16.2,52.1,57.6,53.3,25.4,47.3,54.3,42.77,Amber,False,False,False,0.0,Article 6,57.2,High,High,3.3,Conventional (Article 6 compatible),False,True,False
Kenya,Sub-Saharan Africa,False,SME Finance,Microfinance / Social Bond,3503775.03,0.7448,36,0.781,0.601,0.291,0.501,0.695,44.9,56.4,43.1,54.9,64.0,26.7,54.4,56.1,47.39,Amber,False,False,False,0.0,Article 6,56.8,High,Medium,3.7,Conventional (Article 6 compatible),False,False,False
Turkey,MENA,False,Renewable Energy,Real Estate,167100.06,0.4526,34,0.541,0.838,0.114,0.501,0.564,77.8,59.9,53.8,56.1,49.1,23.7,85.6,91.2,59.49,Green,True,True,True,76.9,Article 8,62.3,Medium,Low,6.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
United Kingdom,Western Europe,False,SME Finance,Real Estate,71580.14,0.3712,71,0.249,0.929,0.305,0.596,0.648,48.1,65.0,74.0,59.8,45.1,46.7,52.4,55.5,56.81,Amber,False,False,False,0.0,Article 8,69.4,Low,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Brazil,Latin America,False,Financial Inclusion,Private Equity / Venture,79100.42,0.3808,36,0.607,0.76,0.177,0.67,0.98,54.9,62.0,63.9,70.1,55.3,27.1,65.9,82.9,58.19,Green,False,False,False,0.0,Article 8,64.1,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Kenya,Sub-Saharan Africa,False,Green Building / Real Estate,Private Equity / Venture,70153.63,0.3692,36,0.707,0.601,0.089,0.526,0.493,81.8,55.7,45.8,41.8,59.3,24.5,89.5,50.9,55.04,Amber,True,False,False,76.7,Article 8,63.1,High,Medium,5.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Romania,Eastern Europe,True,Clean Transportation,Private Equity / Venture,9966.33,0.1818,46,0.418,0.821,0.224,0.571,0.723,71.2,59.9,57.3,57.8,55.2,51.1,81.3,79.7,62.73,Green,True,True,True,71.6,Article 8,66.1,Medium,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,True,False
Czech Republic,Eastern Europe,True,Green Building / Real Estate,Project Finance,10238293.36,0.8477,57,0.321,0.9,0.364,0.51,0.53,64.7,65.6,68.9,58.2,60.7,71.9,70.5,68.4,66.21,Green,True,True,True,64.6,Article 8,65.6,Low,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),True,True,True
Argentina,Latin America,False,Manufacturing (conventional),Green Bond,3376360.83,0.7412,37,0.525,0.842,0.714,0.513,0.509,20.8,16.2,47.6,53.8,52.5,34.0,24.3,64.6,38.24,Red,False,False,False,0.0,Article 6,47.4,Medium,High,2.8,Conventional (Article 6 compatible),False,True,False
Portugal,Southern Europe,True,Biodiversity / Nature,Real Estate,2244.11,0.0387,62,0.338,0.866,0.0,0.705,0.692,86.1,63.0,81.0,56.2,54.9,64.9,97.1,50.3,72.04,Green,True,True,True,88.8,Article 9,79.7,Low,Low,8.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Germany,Western Europe,True,Clean Transportation,Green Bond,24671247.87,0.9322,78,0.236,0.942,0.324,0.404,0.708,67.5,63.9,66.3,76.1,58.0,83.7,72.6,96.9,72.19,Green,True,True,True,69.4,Article 9,70.2,Low,Low,8.7,Sustainability-focused (MiFID Art. 9 preference),True,True,True
Peru,Latin America,False,Sustainable Agriculture,Green Bond,60676.23,0.3553,40,0.562,0.762,0.263,0.646,0.842,63.8,58.2,59.0,60.3,53.3,37.6,75.5,60.0,58.02,Green,True,True,True,67.4,Article 8,63.3,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Social Infrastructure,Green Bond,5053879.08,0.7799,71,0.31,0.903,0.111,0.717,0.787,82.2,57.4,86.2,70.7,60.3,72.1,88.0,69.9,75.88,Dark Green,True,True,True,83.7,Article 9,79.3,Low,Medium,9.1,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Morocco,MENA,False,Affordable Housing,SME Debt,1322913.89,0.6512,38,0.664,0.683,0.264,0.523,0.905,42.8,51.8,42.1,69.3,58.7,23.2,53.1,61.6,47.84,Amber,False,False,False,0.0,Article 6,58.6,High,Medium,3.8,Conventional (Article 6 compatible),False,False,False
Philippines,Southeast Asia,False,Energy Efficiency,Project Finance,22973.71,0.262,33,0.674,0.699,0.165,0.474,0.603,67.9,50.4,40.2,51.9,57.1,33.0,83.0,86.6,55.09,Amber,True,True,True,72.1,Article 8,60.4,High,Low,5.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Education & Skills,Project Finance,2611501.01,0.7165,39,0.558,0.752,0.122,0.703,0.989,54.1,56.2,64.3,79.5,61.6,34.5,64.9,96.2,61.4,Green,False,False,False,0.0,Article 8,67.8,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Extractive Industry,Project Finance,23414.37,0.2639,39,0.582,0.752,0.725,0.323,0.346,10.3,23.2,30.8,32.5,53.3,36.9,12.9,47.6,28.68,Red,False,False,False,0.0,Article 6,43.8,Medium,High,1.9,Conventional (Article 6 compatible),False,True,False
Austria,Western Europe,True,Microfinance,Private Equity / Venture,39636732.5,0.9777,74,0.252,0.916,0.117,0.668,0.821,67.5,68.7,85.0,75.7,63.2,72.2,65.0,63.3,72.19,Green,False,False,False,0.0,Article 8,79.1,Low,Medium,7.7,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Switzerland,Western Europe,False,Clean Transportation,Project Finance,113447.51,0.4154,82,0.283,0.962,0.004,0.496,0.735,83.5,66.5,81.1,68.4,42.7,60.1,95.0,88.2,74.04,Green,True,True,True,89.4,Article 9,79.1,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Indonesia,Southeast Asia,False,Digital Infrastructure,Real Estate,139205.15,0.435,34,0.677,0.705,0.099,0.404,0.634,56.1,60.9,34.1,51.9,60.8,16.2,67.5,89.4,48.99,Amber,False,False,False,0.0,Article 6,59.4,High,Medium,3.9,Conventional (Article 6 compatible),False,False,False
Argentina,Latin America,False,Water & Sanitation,Project Finance,2063628.84,0.6939,37,0.46,0.842,0.135,0.547,0.946,73.7,62.0,51.0,79.2,54.6,39.4,86.2,90.4,64.62,Green,True,True,True,77.8,Article 8,65.1,Medium,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sweden,Northern Europe,True,Digital Infrastructure,SME Debt,41482.07,0.3188,85,0.087,0.952,0.255,0.448,0.475,47.9,73.5,72.8,53.9,53.2,74.5,55.7,90.8,63.6,Green,False,False,False,0.0,Article 8,74.1,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Biodiversity / Nature,SME Debt,2141.51,0.0342,39,0.625,0.752,0.154,0.586,0.825,72.7,57.0,53.4,56.9,47.8,22.6,84.6,47.5,55.39,Amber,True,True,True,72.9,Article 8,63.2,Medium,Low,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Poland,Eastern Europe,True,Energy Efficiency,Project Finance,844503.69,0.6081,54,0.276,0.88,0.013,0.504,0.626,93.1,59.9,66.4,62.2,63.8,67.7,95.9,95.9,74.75,Green,True,True,True,89.1,Article 9,74.6,Low,Low,9.0,Sustainability-focused (MiFID Art. 9 preference),False,False,True
United Kingdom,Western Europe,False,Microfinance,Real Estate,18287591.64,0.9034,71,0.354,0.929,0.082,0.561,0.834,63.0,68.9,81.9,87.2,57.6,53.2,69.8,68.0,69.96,Green,False,False,False,0.0,Article 8,75.1,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Nigeria,Sub-Saharan Africa,False,Renewable Energy,Project Finance,24044.88,0.2664,25,0.768,0.535,0.11,0.517,0.554,70.0,52.9,36.5,38.7,64.6,25.7,90.2,81.3,52.88,Amber,True,False,False,74.5,Article 8,60.1,High,Low,4.8,Conventional (Article 6 compatible),False,True,False
Egypt,MENA,False,Biodiversity / Nature,SME Debt,1114940.57,0.6348,35,0.73,0.728,0.0,0.654,0.809,78.2,50.9,55.2,71.1,57.9,20.4,90.6,57.9,60.08,Green,True,False,False,84.0,Article 8,67.3,High,Low,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Chile,Latin America,False,Digital Infrastructure,SME Debt,2823.97,0.0608,66,0.441,0.86,0.166,0.473,0.646,51.8,62.2,65.3,48.3,46.6,44.8,67.3,77.8,56.46,Amber,False,False,False,0.0,Article 8,68.8,Medium,Medium,6.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Turkey,MENA,False,Digital Infrastructure,Green Bond,337921.24,0.5202,34,0.444,0.838,0.273,0.427,0.642,48.0,58.9,41.4,64.5,47.5,31.3,50.7,89.2,50.22,Amber,False,False,False,0.0,Article 8,57.7,Medium,Medium,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Greece,Southern Europe,True,Private Equity (diversified),Project Finance,1086961.83,0.6324,49,0.486,0.887,0.506,0.543,0.657,21.8,20.1,57.1,61.1,65.3,60.7,42.7,57.3,48.14,Amber,False,False,False,0.0,Article 6,58.9,Medium,High,3.8,Conventional (Article 6 compatible),False,False,True
Egypt,MENA,False,Affordable Housing,Project Finance,527244.08,0.5629,35,0.673,0.728,0.253,0.622,0.872,44.1,57.1,56.4,74.2,55.9,31.6,54.5,62.9,53.35,Amber,False,False,False,0.0,Article 8,61.0,High,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Portugal,Southern Europe,True,Extractive Industry,Green Bond,5109.76,0.1177,62,0.386,0.866,0.784,0.396,0.418,9.4,26.5,59.2,42.6,60.0,65.4,16.0,51.4,41.33,Amber,False,False,False,0.0,Article 6,51.7,Low,High,3.1,Conventional (Article 6 compatible),False,True,False
Japan,East Asia,False,Biodiversity / Nature,Green Bond,35347691.07,0.9667,73,0.409,0.92,0.029,0.658,0.783,88.9,61.6,85.8,75.6,53.3,59.8,92.7,69.6,76.13,Dark Green,True,True,True,88.7,Article 9,79.1,Medium,Low,9.1,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Germany,Western Europe,True,Social Infrastructure,Private Equity / Venture,3620.21,0.0846,78,0.276,0.942,0.286,0.749,0.888,67.7,66.3,98.4,64.0,57.7,76.3,75.2,52.9,73.51,Green,True,True,True,72.2,Article 9,76.9,Low,Medium,8.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Ethiopia,Sub-Saharan Africa,False,Renewable Energy,SME Debt,5536.77,0.1254,37,0.831,0.492,0.106,0.594,0.7,73.4,55.7,45.9,47.9,67.1,24.0,91.6,74.7,56.64,Amber,True,False,False,76.3,Article 8,63.4,High,Low,5.2,ESG-integrated (MiFID Art. 8 preference),False,True,False
Greece,Southern Europe,True,Extractive Industry,SME Debt,3083814.63,0.7325,49,0.533,0.887,0.981,0.373,0.502,0.0,19.7,50.0,54.3,62.2,58.3,0.0,66.1,37.42,Red,False,False,False,0.0,Article 6,41.8,Medium,High,2.7,Conventional (Article 6 compatible),False,True,True
Brazil,Latin America,False,Renewable Energy,SME Debt,306179.27,0.5107,36,0.585,0.76,0.068,0.673,0.689,83.8,57.4,56.3,64.5,55.1,26.1,87.6,89.0,63.05,Green,True,True,True,81.2,Article 8,67.2,Medium,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,True,False
Bangladesh,South Asia,False,Energy Efficiency,Private Equity / Venture,45235.52,0.3271,24,0.722,0.661,0.03,0.499,0.519,81.1,56.6,34.3,45.0,54.2,17.8,92.4,82.2,53.9,Amber,True,False,False,79.8,Article 8,61.2,High,Low,4.9,Conventional (Article 6 compatible),False,False,False
France,Western Europe,True,Private Equity (diversified),SME Debt,249050.07,0.4909,71,0.232,0.903,0.339,0.536,0.655,40.4,63.6,75.6,60.8,58.1,68.9,47.1,58.6,59.81,Green,False,False,False,0.0,Article 8,69.5,Low,High,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Switzerland,Western Europe,False,Digital Infrastructure,Microfinance / Social Bond,7048769.2,0.8119,82,0.126,0.962,0.314,0.34,0.587,49.5,71.9,65.7,61.1,47.6,48.5,47.6,97.9,58.67,Green,False,False,False,0.0,Article 8,67.1,Low,Medium,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,Renewable Energy,Green Bond,2124.01,0.0334,43,0.673,0.511,0.052,0.513,0.666,78.9,54.4,45.8,41.0,62.0,39.6,83.2,76.5,57.68,Amber,True,True,True,79.9,Article 8,66.8,High,Low,5.3,ESG-integrated (MiFID Art. 8 preference),False,True,False
Denmark,Northern Europe,True,Circular Economy,Green Bond,6584.71,0.142,90,0.141,0.948,0.152,0.585,0.77,75.5,67.1,84.6,62.6,57.5,84.0,82.6,80.5,75.56,Dark Green,True,True,True,81.1,Article 9,81.2,Low,Low,9.1,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Ghana,Sub-Saharan Africa,False,Manufacturing (conventional),Private Equity / Venture,409616.26,0.5387,43,0.694,0.632,0.612,0.428,0.551,16.8,19.1,44.0,49.8,59.1,28.7,28.5,61.5,36.39,Red,False,False,False,0.0,Article 6,48.4,High,High,2.6,Conventional (Article 6 compatible),False,True,False
Australia,Oceania,False,Renewable Energy,Private Equity / Venture,7681.34,0.1568,75,0.286,0.951,0.009,0.567,0.707,86.3,64.8,80.0,56.0,40.8,44.7,94.4,79.9,69.31,Green,True,True,True,87.2,Article 8,77.4,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
Bangladesh,South Asia,False,Social Infrastructure,Project Finance,45075.0,0.3267,24,0.804,0.661,0.068,0.621,0.973,75.3,53.0,40.4,68.5,54.5,26.3,91.8,54.1,56.88,Amber,True,False,False,78.7,Article 8,63.0,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Morocco,MENA,False,Sustainable Agriculture,Green Bond,445473.04,0.5467,38,0.712,0.683,0.433,0.612,0.783,53.5,15.2,52.6,66.7,58.8,34.8,64.6,60.4,51.35,Amber,True,False,False,54.6,Article 8,56.4,High,Medium,4.6,Conventional (Article 6 compatible),False,False,False
Mexico,Latin America,False,Green Building / Real Estate,Private Equity / Venture,26361534.85,0.9385,31,0.691,0.758,0.236,0.619,0.569,64.1,57.1,48.5,58.6,57.4,20.6,78.3,63.5,53.9,Amber,True,True,True,67.4,Article 8,59.5,High,Medium,4.9,Conventional (Article 6 compatible),False,True,False
Morocco,MENA,False,Renewable Energy,Real Estate,2006825.66,0.6912,38,0.628,0.683,0.0,0.61,0.655,87.1,55.1,53.0,55.6,58.5,28.7,89.9,87.1,62.22,Green,True,True,True,84.9,Article 8,68.4,Medium,Low,6.7,ESG-integrated (MiFID Art. 8 preference),False,True,False
Austria,Western Europe,True,Private Equity (diversified),Real Estate,10114388.35,0.8466,74,0.207,0.916,0.351,0.497,0.487,49.2,66.6,72.2,54.2,60.8,68.5,45.7,68.1,60.55,Green,False,False,False,0.0,Article 8,69.1,Low,High,5.6,ESG-integrated (MiFID Art. 8 preference),True,False,True
Peru,Latin America,False,Healthcare,Private Equity / Venture,13553.3,0.2114,40,0.495,0.762,0.211,0.8,1.0,51.2,64.0,68.3,70.5,49.9,25.6,58.1,51.3,55.29,Amber,False,False,False,0.0,Article 8,66.8,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,Food & Nutrition,Project Finance,635029.19,0.5808,43,0.667,0.511,0.342,0.667,0.819,40.6,60.6,58.1,57.2,68.0,43.1,46.7,56.8,52.35,Amber,False,False,False,0.0,Article 8,62.0,High,High,4.7,Conventional (Article 6 compatible),False,True,False
Greece,Southern Europe,True,Social Infrastructure,Project Finance,48414657.35,0.9969,49,0.364,0.887,0.135,0.631,0.831,83.6,60.2,67.8,79.9,65.0,62.7,86.0,69.2,72.78,Green,True,True,True,81.0,Article 9,71.7,Low,Medium,8.8,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Hungary,Eastern Europe,True,Extractive Industry,Microfinance / Social Bond,612237.66,0.5772,42,0.475,0.854,0.842,0.371,0.45,7.9,18.1,36.3,48.2,57.6,45.1,12.6,60.3,33.6,Red,False,False,False,0.0,Article 6,43.4,Medium,High,2.4,Conventional (Article 6 compatible),False,True,False
Netherlands,Western Europe,True,Private Equity (diversified),Private Equity / Venture,11333.82,0.1942,79,0.246,0.941,0.457,0.596,0.575,33.9,25.0,81.4,51.6,55.6,68.3,36.1,49.9,53.42,Amber,False,False,False,0.0,Article 8,68.7,Low,High,4.8,Conventional (Article 6 compatible),False,False,False
Senegal,Sub-Saharan Africa,False,Renewable Energy,SME Debt,2604.41,0.053,43,0.687,0.511,0.032,0.592,0.69,73.8,54.5,54.7,47.0,61.1,31.6,97.8,74.7,59.53,Green,True,True,True,81.9,Article 8,68.0,High,Low,5.5,ESG-integrated (MiFID Art. 8 preference),False,True,False
Sri Lanka,South Asia,False,Education & Skills,Private Equity / Venture,2263411.98,0.7028,34,0.539,0.782,0.177,0.612,0.882,47.7,61.9,60.4,72.8,58.3,26.6,62.4,91.8,56.94,Amber,False,False,False,0.0,Article 8,62.9,Medium,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Vietnam,Southeast Asia,False,Green Building / Real Estate,Private Equity / Venture,1845504.23,0.6832,41,0.617,0.703,0.27,0.612,0.65,60.5,60.3,53.0,59.6,61.0,23.2,72.9,67.1,54.94,Amber,True,True,True,65.8,Article 8,60.9,Medium,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Austria,Western Europe,True,Biodiversity / Nature,Microfinance / Social Bond,57296.24,0.3498,74,0.174,0.916,0.0,0.496,0.786,90.1,64.1,74.5,67.6,49.1,69.2,94.1,60.4,73.73,Green,True,True,True,89.5,Article 9,79.2,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Affordable Housing,Microfinance / Social Bond,44884882.67,0.9896,41,0.632,0.713,0.223,0.545,0.878,53.9,56.9,48.5,73.2,64.3,26.1,57.6,70.1,53.95,Amber,False,False,False,0.0,Article 8,61.1,Medium,Medium,5.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Chile,Latin America,False,Circular Economy,SME Debt,5864609.04,0.7942,66,0.551,0.86,0.199,0.533,0.611,72.2,60.2,70.4,58.7,54.5,45.6,83.5,96.6,66.05,Green,True,True,True,74.5,Article 8,68.6,Medium,Low,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Bolivia,Latin America,False,Food & Nutrition,Microfinance / Social Bond,806782.86,0.6037,31,0.637,0.698,0.419,0.553,0.87,31.3,17.1,47.2,71.7,53.1,13.5,43.7,51.5,40.93,Amber,False,False,False,0.0,Article 6,52.7,Medium,High,3.1,Conventional (Article 6 compatible),False,True,False
Greece,Southern Europe,True,Biodiversity / Nature,Green Bond,40337.8,0.3161,49,0.391,0.887,0.0,0.641,0.796,88.4,63.0,65.7,66.5,57.3,64.2,93.9,55.9,71.03,Green,True,True,True,88.4,Article 8,75.7,Low,Low,7.6,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Poland,Eastern Europe,True,Energy Efficiency,Green Bond,125589.74,0.4251,54,0.35,0.88,0.114,0.457,0.736,76.6,63.6,54.6,59.6,57.3,64.9,88.0,87.8,67.12,Green,True,True,True,80.0,Article 8,70.2,Low,Low,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sweden,Northern Europe,True,Water & Sanitation,Microfinance / Social Bond,6783.52,0.1449,85,0.146,0.952,0.212,0.485,0.818,73.1,65.8,80.7,67.4,49.5,73.5,79.1,84.6,72.66,Green,True,True,True,76.4,Article 9,75.6,Low,Medium,8.8,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Colombia,Latin America,False,Social Infrastructure,Real Estate,3152.13,0.0713,39,0.554,0.752,0.019,0.693,0.933,82.1,52.1,64.3,64.7,50.3,29.7,89.8,49.8,61.96,Green,True,True,True,83.6,Article 8,70.1,Medium,Medium,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Brazil,Latin America,False,Affordable Housing,Private Equity / Venture,41639518.06,0.9824,36,0.534,0.76,0.388,0.585,0.843,38.6,55.7,53.5,73.2,61.4,25.0,50.8,66.6,50.82,Amber,False,False,False,0.0,Article 8,56.7,Medium,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Food & Nutrition,Project Finance,256229.32,0.4936,71,0.365,0.903,0.595,0.666,0.732,29.4,18.7,80.6,65.5,55.6,75.9,32.5,54.8,55.09,Amber,False,False,False,0.0,Article 8,64.9,Low,High,5.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Switzerland,Western Europe,False,Renewable Energy,SME Debt,1499663.63,0.6633,82,0.131,0.962,0.044,0.503,0.708,89.0,67.5,82.1,67.4,46.7,49.6,93.0,91.6,73.9,Green,True,True,True,86.9,Article 9,77.8,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),False,True,False
Turkey,MENA,False,Clean Transportation,Microfinance / Social Bond,607597.25,0.5765,34,0.545,0.838,0.193,0.403,0.629,70.7,62.0,39.0,59.5,52.7,26.3,84.4,93.4,56.61,Amber,True,True,True,71.1,Article 8,58.4,Medium,Low,6.2,ESG-integrated (MiFID Art. 8 preference),False,True,False
